date,channel,device,sessions,product_views,add_to_cart,checkout_started,purchased
2024-05-22,Meta Prospecting,Mobile,535,259,76,47,21
2024-05-22,Meta Prospecting,Tablet,20,10,3,2,1
2024-05-22,Meta Retargeting,Desktop,22,11,5,3,2
2024-05-22,Meta Retargeting,Mobile,54,26,11,7,5
2024-05-22,Meta Retargeting,Tablet,4,2,1,1,1
2024-05-22,Referral,Desktop,52,32,10,7,6
2024-05-22,Referral,Mobile,88,54,18,12,8
2024-05-22,Referral,Tablet,11,7,2,1,1
2024-05-22,TikTok,Desktop,28,14,5,3,2
2024-05-22,TikTok,Mobile,96,47,18,12,6
2024-05-22,TikTok,Tablet,3,1,1,0,0
2024-05-23,Email/Organic,Desktop,80,43,16,11,9
2024-05-23,Email/Organic,Mobile,126,67,26,17,11
2024-05-23,Email/Organic,Tablet,18,10,4,2,1
2024-05-23,Google Brand,Desktop,31,18,7,4,3
2024-05-23,Google Brand,Mobile,45,25,10,7,4
2024-05-23,Google Brand,Tablet,8,4,1,1,1
2024-05-23,Google Shopping,Desktop,46,27,12,8,7
2024-05-23,Google Shopping,Mobile,83,50,22,15,10
2024-05-23,Google Shopping,Tablet,10,6,2,2,1
2024-05-23,Meta Prospecting,Desktop,86,51,18,11,7
2024-05-23,Meta Prospecting,Mobile,272,163,59,36,17
2024-05-23,Meta Prospecting,Tablet,10,6,2,2,1
2024-05-23,Meta Retargeting,Desktop,48,27,9,7,5
2024-05-23,Meta Retargeting,Mobile,119,67,23,16,9
2024-05-23,Meta Retargeting,Tablet,8,5,2,1,1
2024-05-23,Referral,Desktop,43,25,9,6,5
2024-05-23,Referral,Mobile,72,41,15,9,6
2024-05-23,Referral,Tablet,9,5,2,1,1
2024-05-23,TikTok,Desktop,41,24,8,5,3
2024-05-23,TikTok,Mobile,143,85,30,19,9
2024-05-23,TikTok,Tablet,4,3,1,1,1
2024-05-24,Email/Organic,Desktop,67,36,14,8,7
2024-05-24,Email/Organic,Mobile,104,57,22,12,9
2024-05-24,Email/Organic,Tablet,15,8,3,2,2
2024-05-24,Google Brand,Desktop,28,15,6,4,3
2024-05-24,Google Brand,Mobile,41,21,9,6,4
2024-05-24,Google Brand,Tablet,7,3,2,1,1
2024-05-24,Google Shopping,Desktop,44,26,10,6,4
2024-05-24,Google Shopping,Mobile,81,47,19,12,7
2024-05-24,Google Shopping,Tablet,9,6,2,1,1
2024-05-24,Meta Prospecting,Desktop,129,67,20,12,6
2024-05-24,Meta Prospecting,Mobile,413,213,64,39,15
2024-05-24,Meta Prospecting,Tablet,16,8,3,2,1
2024-05-24,Meta Retargeting,Desktop,53,27,10,6,5
2024-05-24,Meta Retargeting,Mobile,130,68,24,16,9
2024-05-24,Meta Retargeting,Tablet,9,5,2,1,1
2024-05-24,Referral,Desktop,63,38,12,7,6
2024-05-24,Referral,Mobile,105,64,21,12,9
2024-05-24,Referral,Tablet,14,9,3,2,2
2024-05-24,TikTok,Desktop,30,16,7,4,3
2024-05-24,TikTok,Mobile,103,55,24,14,8
2024-05-24,TikTok,Tablet,3,2,1,0,0
2024-05-25,Email/Organic,Desktop,103,57,20,14,12
2024-05-25,Email/Organic,Mobile,161,88,31,21,15
2024-05-25,Email/Organic,Tablet,23,13,5,3,2
2024-05-25,Google Brand,Desktop,24,13,6,4,3
2024-05-25,Google Brand,Mobile,34,20,9,6,4
2024-05-25,Google Brand,Tablet,6,3,2,1,1
2024-05-25,Google Shopping,Desktop,40,21,9,6,5
2024-05-25,Google Shopping,Mobile,72,38,16,11,7
2024-05-25,Google Shopping,Tablet,8,5,2,1,1
2024-05-25,Meta Prospecting,Desktop,87,47,19,12,6
2024-05-25,Meta Prospecting,Mobile,277,149,61,37,15
2024-05-25,Meta Prospecting,Tablet,11,5,2,1,0
2024-05-25,Meta Retargeting,Desktop,81,39,13,8,6
2024-05-25,Meta Retargeting,Mobile,200,97,32,19,11
2024-05-25,Meta Retargeting,Tablet,13,6,2,1,1
2024-05-25,Referral,Desktop,25,14,6,4,3
2024-05-25,Referral,Mobile,42,24,10,6,4
2024-05-25,Referral,Tablet,5,3,1,1,1
2024-05-25,TikTok,Desktop,31,18,6,4,3
2024-05-25,TikTok,Mobile,109,62,20,13,6
2024-05-25,TikTok,Tablet,3,2,1,0,0
2024-05-26,Email/Organic,Desktop,75,40,15,10,8
2024-05-26,Email/Organic,Mobile,118,63,24,16,10
2024-05-26,Email/Organic,Tablet,17,9,3,2,2
2024-05-26,Google Brand,Desktop,64,34,11,7,6
2024-05-26,Google Brand,Mobile,93,50,16,10,6
2024-05-26,Google Brand,Tablet,15,8,3,1,1
2024-05-26,Google Shopping,Desktop,54,30,13,7,6
2024-05-26,Google Shopping,Mobile,97,55,24,14,9
2024-05-26,Google Shopping,Tablet,11,7,3,2,1
2024-05-26,Meta Prospecting,Desktop,109,47,19,11,6
2024-05-26,Meta Prospecting,Mobile,346,149,60,36,14
2024-05-26,Meta Prospecting,Tablet,13,5,2,2,1
2024-05-26,Meta Retargeting,Desktop,23,10,4,2,2
2024-05-26,Meta Retargeting,Mobile,56,24,9,6,4
2024-05-26,Meta Retargeting,Tablet,4,2,1,0,0
2024-05-26,Referral,Desktop,64,32,12,7,6
2024-05-26,Referral,Mobile,108,55,20,13,9
2024-05-26,Referral,Tablet,14,7,2,2,1
2024-05-26,TikTok,Desktop,21,11,4,3,2
2024-05-26,TikTok,Mobile,74,40,15,9,5
2024-05-26,TikTok,Tablet,2,1,0,0,0
2024-05-27,Email/Organic,Desktop,86,47,19,12,10
2024-05-27,Email/Organic,Mobile,134,73,30,18,12
2024-05-27,Email/Organic,Tablet,20,11,4,3,2
2024-05-27,Google Brand,Desktop,46,24,10,6,5
2024-05-27,Google Brand,Mobile,66,34,15,9,6
2024-05-27,Google Brand,Tablet,11,6,3,2,2
2024-05-27,Google Shopping,Desktop,22,14,6,4,3
2024-05-27,Google Shopping,Mobile,41,26,11,8,4
2024-05-27,Google Shopping,Tablet,5,3,1,1,1
2024-05-27,Meta Prospecting,Desktop,109,49,17,11,7
2024-05-27,Meta Prospecting,Mobile,347,155,55,35,17
2024-05-27,Meta Prospecting,Tablet,13,6,2,1,1
2024-05-27,Meta Retargeting,Desktop,24,14,5,3,2
2024-05-27,Meta Retargeting,Mobile,60,35,13,9,6
2024-05-27,Meta Retargeting,Tablet,4,3,1,1,1
2024-05-27,Referral,Desktop,69,31,10,6,6
2024-05-27,Referral,Mobile,117,53,18,11,8
2024-05-27,Referral,Tablet,15,7,2,1,1
2024-05-27,TikTok,Desktop,29,16,7,4,3
2024-05-27,TikTok,Mobile,103,58,25,15,8
2024-05-27,TikTok,Tablet,3,2,1,1,0
2024-05-28,Email/Organic,Desktop,97,56,19,11,10
2024-05-28,Email/Organic,Mobile,152,87,30,17,11
2024-05-28,Email/Organic,Tablet,22,13,4,3,2
2024-05-28,Google Brand,Desktop,38,19,9,5,4
2024-05-28,Google Brand,Mobile,55,28,12,8,6
2024-05-28,Google Brand,Tablet,9,4,2,1,1
2024-05-28,Google Shopping,Desktop,50,30,11,7,5
2024-05-28,Google Shopping,Mobile,91,54,21,14,8
2024-05-28,Google Shopping,Tablet,11,6,2,2,1
2024-05-28,Meta Prospecting,Desktop,60,34,15,10,7
2024-05-28,Meta Prospecting,Mobile,192,108,47,31,16
2024-05-28,Meta Prospecting,Tablet,7,4,2,1,0
2024-05-28,Meta Retargeting,Desktop,33,17,8,5,4
2024-05-28,Meta Retargeting,Mobile,83,41,19,12,8
2024-05-28,Meta Retargeting,Tablet,6,3,1,1,1
2024-05-28,Referral,Desktop,56,30,12,7,6
2024-05-28,Referral,Mobile,94,51,21,12,8
2024-05-28,Referral,Tablet,12,7,3,1,1
2024-05-28,TikTok,Desktop,22,12,5,3,2
2024-05-28,TikTok,Mobile,75,41,16,11,5
2024-05-28,TikTok,Tablet,2,1,0,0,0
2024-05-29,Email/Organic,Desktop,89,52,18,10,9
2024-05-29,Email/Organic,Mobile,140,81,27,16,11
2024-05-29,Email/Organic,Tablet,20,12,4,2,2
2024-05-29,Google Brand,Desktop,13,7,3,2,2
2024-05-29,Google Brand,Mobile,18,10,4,3,2
2024-05-29,Google Brand,Tablet,3,1,1,0,0
2024-05-29,Google Shopping,Desktop,64,36,13,8,6
2024-05-29,Google Shopping,Mobile,117,65,24,15,8
2024-05-29,Google Shopping,Tablet,14,7,3,2,1
2024-05-29,Meta Prospecting,Desktop,78,42,16,11,6
2024-05-29,Meta Prospecting,Mobile,249,133,53,36,15
2024-05-29,Meta Prospecting,Tablet,10,5,2,2,1
2024-05-29,Meta Retargeting,Desktop,49,30,12,8,6
2024-05-29,Meta Retargeting,Mobile,120,73,31,19,11
2024-05-29,Meta Retargeting,Tablet,8,5,2,1,1
2024-05-29,Referral,Desktop,37,24,9,7,6
2024-05-29,Referral,Mobile,63,40,16,12,9
2024-05-29,Referral,Tablet,8,5,2,1,1
2024-05-29,TikTok,Desktop,31,16,6,4,3
2024-05-29,TikTok,Mobile,107,56,21,13,6
2024-05-29,TikTok,Tablet,3,2,1,0,0
2024-05-30,Email/Organic,Desktop,87,46,18,11,9
2024-05-30,Email/Organic,Mobile,136,73,27,17,11
2024-05-30,Email/Organic,Tablet,20,11,4,2,2
2024-05-30,Google Brand,Desktop,17,10,3,2,2
2024-05-30,Google Brand,Mobile,24,14,5,3,2
2024-05-30,Google Brand,Tablet,4,2,1,1,1
2024-05-30,Google Shopping,Desktop,54,30,11,7,6
2024-05-30,Google Shopping,Mobile,98,54,19,14,9
2024-05-30,Google Shopping,Tablet,11,6,2,2,1
2024-05-30,Meta Prospecting,Desktop,37,19,6,4,2
2024-05-30,Meta Prospecting,Mobile,118,61,21,14,7
2024-05-30,Meta Prospecting,Tablet,4,2,1,1,1
2024-05-30,Meta Retargeting,Desktop,33,16,6,4,3
2024-05-30,Meta Retargeting,Mobile,82,41,16,11,7
2024-05-30,Meta Retargeting,Tablet,6,3,1,1,1
2024-05-30,Referral,Desktop,50,29,13,8,7
2024-05-30,Referral,Mobile,84,48,21,13,9
2024-05-30,Referral,Tablet,11,6,3,2,2
2024-05-30,TikTok,Desktop,19,12,5,3,2
2024-05-30,TikTok,Mobile,67,40,17,10,5
2024-05-30,TikTok,Tablet,2,1,0,0,0
2024-05-31,Email/Organic,Desktop,53,28,13,9,8
2024-05-31,Email/Organic,Mobile,84,44,20,13,9
2024-05-31,Email/Organic,Tablet,12,6,3,2,2
2024-05-31,Google Brand,Desktop,46,25,8,5,4
2024-05-31,Google Brand,Mobile,66,37,12,8,5
2024-05-31,Google Brand,Tablet,11,6,2,1,1
2024-05-31,Google Shopping,Desktop,54,29,10,6,5
2024-05-31,Google Shopping,Mobile,99,54,18,12,7
2024-05-31,Google Shopping,Tablet,12,6,2,1,1
2024-05-31,Meta Prospecting,Desktop,75,44,17,12,7
2024-05-31,Meta Prospecting,Mobile,240,138,56,38,17
2024-05-31,Meta Prospecting,Tablet,9,5,2,1,0
2024-05-31,Meta Retargeting,Desktop,42,21,9,6,5
2024-05-31,Meta Retargeting,Mobile,104,53,22,14,8
2024-05-31,Meta Retargeting,Tablet,7,4,1,1,1
2024-05-31,Referral,Desktop,36,22,7,5,4
2024-05-31,Referral,Mobile,61,36,13,8,6
2024-05-31,Referral,Tablet,8,5,2,1,1
2024-05-31,TikTok,Desktop,6,4,2,1,1
2024-05-31,TikTok,Mobile,22,12,5,4,2
2024-05-31,TikTok,Tablet,1,0,0,0,0
2024-06-01,Email/Organic,Desktop,71,40,14,9,8
2024-06-01,Email/Organic,Mobile,111,62,22,15,10
2024-06-01,Email/Organic,Tablet,16,9,3,2,1
2024-06-01,Google Brand,Desktop,55,23,9,6,5
2024-06-01,Google Brand,Mobile,80,34,13,9,6
2024-06-01,Google Brand,Tablet,13,5,2,1,1
2024-06-01,Google Shopping,Desktop,29,16,7,4,3
2024-06-01,Google Shopping,Mobile,53,28,13,8,5
2024-06-01,Google Shopping,Tablet,6,3,1,1,1
2024-06-01,Meta Prospecting,Desktop,97,45,15,10,5
2024-06-01,Meta Prospecting,Mobile,308,144,50,32,12
2024-06-01,Meta Prospecting,Tablet,12,6,2,1,0
2024-06-01,Meta Retargeting,Desktop,31,16,6,4,3
2024-06-01,Meta Retargeting,Mobile,78,41,15,10,7
2024-06-01,Meta Retargeting,Tablet,5,3,1,1,1
2024-06-01,Referral,Desktop,28,16,7,4,3
2024-06-01,Referral,Mobile,48,27,11,7,5
2024-06-01,Referral,Tablet,6,4,1,1,1
2024-06-01,TikTok,Desktop,49,28,10,6,4
2024-06-01,TikTok,Mobile,172,99,34,20,10
2024-06-01,TikTok,Tablet,5,3,1,0,0
2024-06-02,Email/Organic,Desktop,59,31,14,9,8
2024-06-02,Email/Organic,Mobile,92,49,21,13,9
2024-06-02,Email/Organic,Tablet,14,7,3,2,1
2024-06-02,Google Brand,Desktop,26,14,5,3,3
2024-06-02,Google Brand,Mobile,37,21,8,5,3
2024-06-02,Google Brand,Tablet,6,3,1,1,1
2024-06-02,Google Shopping,Desktop,51,29,10,7,5
2024-06-02,Google Shopping,Mobile,94,52,17,12,7
2024-06-02,Google Shopping,Tablet,11,6,2,1,1
2024-06-02,Meta Prospecting,Desktop,63,34,14,8,5
2024-06-02,Meta Prospecting,Mobile,203,108,44,27,13
2024-06-02,Meta Prospecting,Tablet,8,4,2,1,0
2024-06-02,Meta Retargeting,Desktop,27,13,5,3,2
2024-06-02,Meta Retargeting,Mobile,67,31,11,7,5
2024-06-02,Meta Retargeting,Tablet,5,2,1,0,0
2024-06-02,Referral,Desktop,50,26,10,7,7
2024-06-02,Referral,Mobile,84,45,18,12,9
2024-06-02,Referral,Tablet,11,6,2,1,1
2024-06-02,TikTok,Desktop,25,16,6,4,3
2024-06-02,TikTok,Mobile,88,55,20,13,6
2024-06-02,TikTok,Tablet,3,1,0,0,0
2024-06-03,Email/Organic,Desktop,87,55,19,11,9
2024-06-03,Email/Organic,Mobile,136,86,30,17,11
2024-06-03,Email/Organic,Tablet,20,13,4,2,2
2024-06-03,Google Brand,Desktop,47,20,8,5,4
2024-06-03,Google Brand,Mobile,68,29,12,8,6
2024-06-03,Google Brand,Tablet,11,5,2,1,1
2024-06-03,Google Shopping,Desktop,41,26,10,6,5
2024-06-03,Google Shopping,Mobile,75,48,19,12,7
2024-06-03,Google Shopping,Tablet,9,6,2,1,1
2024-06-03,Meta Prospecting,Desktop,84,48,15,10,6
2024-06-03,Meta Prospecting,Mobile,268,154,47,31,14
2024-06-03,Meta Prospecting,Tablet,10,6,2,1,1
2024-06-03,Meta Retargeting,Desktop,18,9,4,3,2
2024-06-03,Meta Retargeting,Mobile,44,23,10,7,5
2024-06-03,Meta Retargeting,Tablet,3,2,1,0,0
2024-06-03,Referral,Desktop,24,14,6,4,4
2024-06-03,Referral,Mobile,40,23,10,6,4
2024-06-03,Referral,Tablet,5,3,1,1,1
2024-06-03,TikTok,Desktop,17,8,3,2,2
2024-06-03,TikTok,Mobile,61,30,10,6,3
2024-06-03,TikTok,Tablet,2,1,0,0,0
2024-06-04,Email/Organic,Desktop,71,42,14,9,9
2024-06-04,Email/Organic,Mobile,110,67,21,14,11
2024-06-04,Email/Organic,Tablet,16,10,3,2,2
2024-06-04,Google Brand,Desktop,25,15,6,4,3
2024-06-04,Google Brand,Mobile,36,21,9,6,4
2024-06-04,Google Brand,Tablet,6,3,1,1,1
2024-06-04,Google Shopping,Desktop,40,21,7,5,4
2024-06-04,Google Shopping,Mobile,72,39,12,8,4
2024-06-04,Google Shopping,Tablet,8,5,1,1,1
2024-06-04,Meta Prospecting,Desktop,61,32,14,9,6
2024-06-04,Meta Prospecting,Mobile,195,104,44,27,14
2024-06-04,Meta Prospecting,Tablet,8,4,1,1,1
2024-06-04,Meta Retargeting,Desktop,20,13,5,3,2
2024-06-04,Meta Retargeting,Mobile,50,32,12,7,4
2024-06-04,Meta Retargeting,Tablet,4,2,1,1,1
2024-06-04,Referral,Desktop,16,9,3,2,2
2024-06-04,Referral,Mobile,27,14,5,4,3
2024-06-04,Referral,Tablet,3,2,1,0,0
2024-06-04,TikTok,Desktop,16,9,3,2,2
2024-06-04,TikTok,Mobile,55,30,11,6,3
2024-06-04,TikTok,Tablet,1,1,0,0,0
2024-06-05,Email/Organic,Desktop,84,48,20,12,11
2024-06-05,Email/Organic,Mobile,131,76,31,19,14
2024-06-05,Email/Organic,Tablet,19,11,5,3,3
2024-06-05,Google Brand,Desktop,39,25,10,6,5
2024-06-05,Google Brand,Mobile,57,36,15,9,6
2024-06-05,Google Brand,Tablet,9,6,3,2,1
2024-06-05,Google Shopping,Desktop,62,26,10,6,5
2024-06-05,Google Shopping,Mobile,114,47,18,11,6
2024-06-05,Google Shopping,Tablet,13,6,2,1,1
2024-06-05,Meta Prospecting,Desktop,42,23,9,6,4
2024-06-05,Meta Prospecting,Mobile,135,73,28,19,9
2024-06-05,Meta Prospecting,Tablet,5,3,1,1,0
2024-06-05,Meta Retargeting,Desktop,41,25,10,6,5
2024-06-05,Meta Retargeting,Mobile,101,63,24,16,11
2024-06-05,Meta Retargeting,Tablet,7,4,2,1,1
2024-06-05,Referral,Desktop,39,21,7,4,4
2024-06-05,Referral,Mobile,65,35,11,6,4
2024-06-05,Referral,Tablet,8,5,1,1,1
2024-06-05,TikTok,Desktop,25,11,4,3,2
2024-06-05,TikTok,Mobile,89,40,15,11,6
2024-06-05,TikTok,Tablet,3,1,1,0,0
2024-06-06,Email/Organic,Desktop,61,32,12,7,6
2024-06-06,Email/Organic,Mobile,96,50,18,12,8
2024-06-06,Email/Organic,Tablet,14,7,3,2,2
2024-06-06,Google Brand,Desktop,52,29,10,6,5
2024-06-06,Google Brand,Mobile,76,41,15,9,6
2024-06-06,Google Brand,Tablet,12,7,2,2,1
2024-06-06,Google Shopping,Desktop,50,24,10,6,5
2024-06-06,Google Shopping,Mobile,91,44,18,12,7
2024-06-06,Google Shopping,Tablet,11,5,2,1,1
2024-06-06,Meta Prospecting,Desktop,71,34,14,9,5
2024-06-06,Meta Prospecting,Mobile,228,109,45,30,13
2024-06-06,Meta Prospecting,Tablet,9,4,2,1,0
2024-06-06,Meta Retargeting,Desktop,28,16,7,4,3
2024-06-06,Meta Retargeting,Mobile,69,41,17,11,7
2024-06-06,Meta Retargeting,Tablet,5,3,1,1,1
2024-06-06,Referral,Desktop,33,17,7,4,4
2024-06-06,Referral,Mobile,55,30,11,8,5
2024-06-06,Referral,Tablet,7,4,1,1,1
2024-06-06,TikTok,Desktop,24,16,5,3,2
2024-06-06,TikTok,Mobile,82,55,18,11,5
2024-06-06,TikTok,Tablet,2,1,1,0,0
2024-06-07,Email/Organic,Desktop,107,59,23,12,10
2024-06-07,Email/Organic,Mobile,167,93,35,20,13
2024-06-07,Email/Organic,Tablet,24,14,5,3,2
2024-06-07,Google Brand,Desktop,34,18,6,5,4
2024-06-07,Google Brand,Mobile,50,26,9,7,4
2024-06-07,Google Brand,Tablet,8,4,2,1,1
2024-06-07,Google Shopping,Desktop,31,17,7,5,4
2024-06-07,Google Shopping,Mobile,56,31,13,8,4
2024-06-07,Google Shopping,Tablet,7,3,1,1,1
2024-06-07,Meta Prospecting,Desktop,70,34,15,10,6
2024-06-07,Meta Prospecting,Mobile,222,108,49,30,14
2024-06-07,Meta Prospecting,Tablet,8,4,2,1,1
2024-06-07,Meta Retargeting,Desktop,47,28,9,5,4
2024-06-07,Meta Retargeting,Mobile,117,69,21,11,6
2024-06-07,Meta Retargeting,Tablet,8,4,1,1,1
2024-06-07,Referral,Desktop,47,28,10,6,5
2024-06-07,Referral,Mobile,79,48,16,10,7
2024-06-07,Referral,Tablet,10,6,2,1,1
2024-06-07,TikTok,Desktop,31,16,6,4,3
2024-06-07,TikTok,Mobile,106,57,22,15,8
2024-06-07,TikTok,Tablet,3,2,1,0,0
2024-06-08,Email/Organic,Desktop,57,33,14,9,8
2024-06-08,Email/Organic,Mobile,88,52,23,14,10
2024-06-08,Email/Organic,Tablet,13,8,3,2,2
2024-06-08,Google Brand,Desktop,17,9,4,2,2
2024-06-08,Google Brand,Mobile,24,14,6,4,2
2024-06-08,Google Brand,Tablet,4,2,1,1,1
2024-06-08,Google Shopping,Desktop,39,22,7,5,4
2024-06-08,Google Shopping,Mobile,70,39,13,8,5
2024-06-08,Google Shopping,Tablet,8,5,2,1,1
2024-06-08,Meta Prospecting,Desktop,96,48,21,14,9
2024-06-08,Meta Prospecting,Mobile,306,155,69,44,22
2024-06-08,Meta Prospecting,Tablet,11,6,3,1,1
2024-06-08,Meta Retargeting,Desktop,18,10,4,2,2
2024-06-08,Meta Retargeting,Mobile,45,25,10,6,4
2024-06-08,Meta Retargeting,Tablet,3,2,1,0,0
2024-06-08,Referral,Desktop,56,26,11,7,6
2024-06-08,Referral,Mobile,95,44,18,11,8
2024-06-08,Referral,Tablet,12,6,2,1,1
2024-06-08,TikTok,Desktop,16,8,3,2,2
2024-06-08,TikTok,Mobile,57,29,12,8,5
2024-06-08,TikTok,Tablet,2,1,0,0,0
2024-06-09,Email/Organic,Desktop,72,36,12,7,6
2024-06-09,Email/Organic,Mobile,113,56,19,12,8
2024-06-09,Email/Organic,Tablet,17,8,3,2,2
2024-06-09,Google Brand,Desktop,36,19,9,5,4
2024-06-09,Google Brand,Mobile,52,28,13,7,5
2024-06-09,Google Brand,Tablet,9,4,2,1,1
2024-06-09,Google Shopping,Desktop,49,28,9,5,4
2024-06-09,Google Shopping,Mobile,89,50,17,10,7
2024-06-09,Google Shopping,Tablet,10,6,2,1,1
2024-06-09,Meta Prospecting,Desktop,81,51,20,12,6
2024-06-09,Meta Prospecting,Mobile,258,163,62,37,14
2024-06-09,Meta Prospecting,Tablet,10,6,2,1,0
2024-06-09,Meta Retargeting,Desktop,42,21,8,4,3
2024-06-09,Meta Retargeting,Mobile,104,52,21,11,7
2024-06-09,Meta Retargeting,Tablet,7,4,1,1,1
2024-06-09,Referral,Desktop,39,22,9,6,5
2024-06-09,Referral,Mobile,65,36,16,11,8
2024-06-09,Referral,Tablet,9,5,2,1,1
2024-06-09,TikTok,Desktop,27,16,6,4,3
2024-06-09,TikTok,Mobile,96,56,23,14,7
2024-06-09,TikTok,Tablet,3,2,1,0,0
2024-06-10,Email/Organic,Desktop,86,46,19,12,10
2024-06-10,Email/Organic,Mobile,135,72,29,18,12
2024-06-10,Email/Organic,Tablet,20,10,4,3,2
2024-06-10,Google Brand,Desktop,53,27,11,6,5
2024-06-10,Google Brand,Mobile,76,39,16,9,6
2024-06-10,Google Brand,Tablet,12,7,2,2,2
2024-06-10,Google Shopping,Desktop,36,20,8,5,4
2024-06-10,Google Shopping,Mobile,65,36,14,10,7
2024-06-10,Google Shopping,Tablet,8,4,2,1,1
2024-06-10,Meta Prospecting,Desktop,146,76,29,17,9
2024-06-10,Meta Prospecting,Mobile,466,243,91,55,23
2024-06-10,Meta Prospecting,Tablet,18,9,3,2,1
2024-06-10,Meta Retargeting,Desktop,24,13,5,3,2
2024-06-10,Meta Retargeting,Mobile,61,32,12,7,5
2024-06-10,Meta Retargeting,Tablet,4,2,1,0,0
2024-06-10,Referral,Desktop,50,26,9,6,6
2024-06-10,Referral,Mobile,83,44,16,11,8
2024-06-10,Referral,Tablet,11,6,2,1,1
2024-06-10,TikTok,Desktop,14,7,3,2,2
2024-06-10,TikTok,Mobile,47,25,9,6,3
2024-06-10,TikTok,Tablet,1,1,0,0,0
2024-06-11,Email/Organic,Desktop,98,51,20,12,11
2024-06-11,Email/Organic,Mobile,153,80,32,19,14
2024-06-11,Email/Organic,Tablet,22,12,5,3,3
2024-06-11,Google Brand,Desktop,42,21,8,5,4
2024-06-11,Google Brand,Mobile,62,31,11,7,5
2024-06-11,Google Brand,Tablet,10,5,2,1,1
2024-06-11,Google Shopping,Desktop,69,36,13,8,6
2024-06-11,Google Shopping,Mobile,125,65,24,14,8
2024-06-11,Google Shopping,Tablet,15,8,3,2,1
2024-06-11,Meta Prospecting,Desktop,126,60,19,11,6
2024-06-11,Meta Prospecting,Mobile,401,191,60,36,15
2024-06-11,Meta Prospecting,Tablet,15,7,2,2,1
2024-06-11,Meta Retargeting,Desktop,74,34,9,6,5
2024-06-11,Meta Retargeting,Mobile,184,83,24,16,10
2024-06-11,Meta Retargeting,Tablet,13,6,2,1,1
2024-06-11,Referral,Desktop,32,20,8,5,4
2024-06-11,Referral,Mobile,53,34,13,8,6
2024-06-11,Referral,Tablet,7,5,2,1,1
2024-06-11,TikTok,Desktop,41,25,9,5,3
2024-06-11,TikTok,Mobile,142,88,32,19,11
2024-06-11,TikTok,Tablet,4,3,1,1,1
2024-06-12,Email/Organic,Desktop,77,38,13,8,7
2024-06-12,Email/Organic,Mobile,120,60,21,13,9
2024-06-12,Email/Organic,Tablet,17,9,3,2,1
2024-06-12,Google Brand,Desktop,29,18,5,3,2
2024-06-12,Google Brand,Mobile,43,25,8,4,3
2024-06-12,Google Brand,Tablet,7,4,1,1,1
2024-06-12,Google Shopping,Desktop,41,23,9,5,4
2024-06-12,Google Shopping,Mobile,75,42,16,10,7
2024-06-12,Google Shopping,Tablet,9,5,2,1,1
2024-06-12,Meta Prospecting,Desktop,72,42,14,9,5
2024-06-12,Meta Prospecting,Mobile,230,134,47,30,13
2024-06-12,Meta Prospecting,Tablet,9,5,2,1,0
2024-06-12,Meta Retargeting,Desktop,38,21,9,6,4
2024-06-12,Meta Retargeting,Mobile,94,53,21,15,9
2024-06-12,Meta Retargeting,Tablet,6,4,1,1,1
2024-06-12,Referral,Desktop,35,19,6,3,3
2024-06-12,Referral,Mobile,59,31,11,6,4
2024-06-12,Referral,Tablet,8,4,1,1,1
2024-06-12,TikTok,Desktop,15,10,4,2,1
2024-06-12,TikTok,Mobile,53,34,13,8,5
2024-06-12,TikTok,Tablet,2,1,0,0,0
2024-06-13,Email/Organic,Desktop,85,40,16,10,9
2024-06-13,Email/Organic,Mobile,134,62,25,15,10
2024-06-13,Email/Organic,Tablet,20,9,3,2,2
2024-06-13,Google Brand,Desktop,19,10,4,3,3
2024-06-13,Google Brand,Mobile,28,15,7,5,3
2024-06-13,Google Brand,Tablet,4,3,1,1,1
2024-06-13,Google Shopping,Desktop,48,30,13,8,6
2024-06-13,Google Shopping,Mobile,87,55,25,16,10
2024-06-13,Google Shopping,Tablet,10,6,3,2,1
2024-06-13,Meta Prospecting,Desktop,106,53,20,12,6
2024-06-13,Meta Prospecting,Mobile,339,169,64,37,15
2024-06-13,Meta Prospecting,Tablet,13,6,3,1,1
2024-06-13,Meta Retargeting,Desktop,62,29,10,8,6
2024-06-13,Meta Retargeting,Mobile,152,72,25,18,10
2024-06-13,Meta Retargeting,Tablet,10,5,2,1,1
2024-06-13,Referral,Desktop,33,19,7,5,5
2024-06-13,Referral,Mobile,55,31,12,8,6
2024-06-13,Referral,Tablet,7,4,2,1,1
2024-06-13,TikTok,Desktop,31,18,7,4,3
2024-06-13,TikTok,Mobile,107,64,23,15,8
2024-06-13,TikTok,Tablet,3,2,1,1,1
2024-06-14,Email/Organic,Desktop,103,50,17,10,9
2024-06-14,Email/Organic,Mobile,162,77,26,16,11
2024-06-14,Email/Organic,Tablet,24,11,4,2,1
2024-06-14,Google Brand,Desktop,68,33,12,8,7
2024-06-14,Google Brand,Mobile,99,49,17,11,7
2024-06-14,Google Brand,Tablet,16,8,3,2,1
2024-06-14,Google Shopping,Desktop,44,21,8,6,5
2024-06-14,Google Shopping,Mobile,79,39,16,10,6
2024-06-14,Google Shopping,Tablet,9,5,2,1,1
2024-06-14,Meta Prospecting,Desktop,95,48,15,10,6
2024-06-14,Meta Prospecting,Mobile,301,155,48,30,14
2024-06-14,Meta Prospecting,Tablet,11,6,2,1,0
2024-06-14,Meta Retargeting,Desktop,33,20,8,5,4
