date,channel,spend,impressions,clicks,new_customers
2024-06-03,Google Shopping,266.18,8033,241,10
2024-06-03,Meta Prospecting,268.93,24833,298,14
2024-06-03,Meta Retargeting,117.16,4090,90,5
2024-06-03,Referral,18.15,1800,90,6
2024-06-03,TikTok,72.18,11444,103,4
2024-06-04,Email/Organic,12.39,6175,247,9
2024-06-04,Google Brand,151.94,3162,253,6
2024-06-04,Google Shopping,175.44,5300,159,6
2024-06-04,Meta Prospecting,294.15,27166,326,17
2024-06-04,Meta Retargeting,110.41,3818,84,5
2024-06-04,Referral,9.03,900,45,2
2024-06-04,TikTok,71.13,11222,101,4
2024-06-05,Email/Organic,22.07,11025,441,18
2024-06-05,Google Brand,158.58,3300,264,7
2024-06-05,Google Shopping,237.07,7166,215,8
2024-06-05,Meta Prospecting,190.15,17583,211,11
2024-06-05,Meta Retargeting,232.41,8090,178,9
2024-06-05,Referral,12.29,1220,61,3
2024-06-05,TikTok,117.22,18555,167,6
2024-06-06,Email/Organic,11.71,5850,234,9
2024-06-06,Google Brand,230.6,4800,384,10
2024-06-06,Google Shopping,191.77,5800,174,7
2024-06-06,Meta Prospecting,273.94,25333,304,15
2024-06-06,Meta Retargeting,159.55,5545,122,6
2024-06-06,Referral,12.43,1240,62,4
2024-06-06,TikTok,134.41,21333,192,6
2024-06-07,Email/Organic,20.32,10150,406,15
2024-06-07,Google Brand,133.67,2775,222,6
2024-06-07,Google Shopping,245.05,7400,222,7
2024-06-07,Meta Prospecting,309.31,28583,343,17
2024-06-07,Meta Retargeting,150.12,5227,115,5
2024-06-07,Referral,27.04,2700,135,7
2024-06-07,TikTok,175.47,27777,250,9
2024-06-08,Email/Organic,17.46,8725,349,13
2024-06-08,Google Brand,93.92,1950,156,4
2024-06-08,Google Shopping,154.67,4666,140,5
2024-06-08,Meta Prospecting,449.56,41583,499,25
2024-06-08,Meta Retargeting,119.95,4181,92,4
2024-06-08,Referral,24.55,2440,122,8
2024-06-08,TikTok,124.27,19666,177,5
2024-06-09,Email/Organic,16.78,8375,335,12
2024-06-09,Google Brand,111.06,2312,185,5
2024-06-09,Google Shopping,253.57,7666,230,8
2024-06-09,Meta Prospecting,240.52,22250,267,15
2024-06-09,Meta Retargeting,233.39,8136,179,9
2024-06-09,Referral,31.25,3120,156,9
2024-06-09,TikTok,150.7,23888,215,7
2024-06-10,Email/Organic,11.88,5925,237,9
2024-06-10,Google Brand,156.1,3250,260,8
2024-06-10,Google Shopping,279.36,8433,253,9
2024-06-10,Meta Prospecting,478.05,44250,531,27
2024-06-10,Meta Retargeting,122.5,4272,94,5
2024-06-10,Referral,28.29,2820,141,8
2024-06-10,TikTok,53.52,8444,76,3
2024-06-11,Email/Organic,14.89,7425,297,11
2024-06-11,Google Brand,72.99,1512,121,4
2024-06-11,Google Shopping,361.05,10933,328,12
2024-06-11,Meta Prospecting,317.35,29333,352,17
2024-06-11,Meta Retargeting,286.51,10000,220,10
2024-06-11,Referral,20.71,2060,103,6
2024-06-11,TikTok,243.46,38555,347,12
2024-06-12,Email/Organic,12.86,6425,257,9
2024-06-12,Google Brand,92.72,1925,154,4
2024-06-12,Google Shopping,194.66,5866,176,6
2024-06-12,Meta Prospecting,335.37,31000,372,18
2024-06-12,Meta Retargeting,285.39,9954,219,10
2024-06-12,Referral,11.77,1160,58,3
2024-06-12,TikTok,85.94,13555,122,4
2024-06-13,Email/Organic,15.33,7650,306,11
2024-06-13,Google Brand,136.17,2825,226,6
2024-06-13,Google Shopping,276.31,8366,251,9
2024-06-13,Meta Prospecting,291.73,27000,324,17
2024-06-13,Meta Retargeting,290.93,10136,223,12
2024-06-13,Referral,23.52,2340,117,7
2024-06-13,TikTok,165.03,26111,235,8
2024-06-14,Email/Organic,10.72,5350,214,9
2024-06-14,Google Brand,139.96,2912,233,7
2024-06-14,Google Shopping,205.77,6233,187,7
2024-06-14,Meta Prospecting,269.61,24916,299,15
2024-06-14,Meta Retargeting,179.64,6272,138,8
2024-06-14,Referral,11.37,1120,56,4
2024-06-14,TikTok,126.54,20000,180,6
2024-06-15,Email/Organic,17.58,8775,351,14
2024-06-15,Google Brand,77.48,1612,129,4
2024-06-15,Google Shopping,281.54,8500,255,9
2024-06-15,Meta Prospecting,346.93,32083,385,19
2024-06-15,Meta Retargeting,255.46,8909,196,11
2024-06-15,Referral,13.51,1340,67,4
2024-06-15,TikTok,153.56,24333,219,8
2024-06-16,Email/Organic,14.22,7100,284,9
2024-06-16,Google Brand,102.68,2137,171,5
2024-06-16,Google Shopping,357.63,10833,325,10
2024-06-16,Meta Prospecting,324.64,30000,360,18
2024-06-16,Meta Retargeting,142.06,4954,109,6
2024-06-16,Referral,14.73,1460,73,4
2024-06-16,TikTok,13.98,2111,19,1
2024-06-17,Email/Organic,12.24,6100,244,10
2024-06-17,Google Brand,94.95,1975,158,4
2024-06-17,Google Shopping,313.02,9466,284,12
2024-06-17,Meta Prospecting,365.75,33833,406,21
2024-06-17,Meta Retargeting,169.08,5909,130,6
2024-06-17,Referral,22.46,2240,112,7
2024-06-17,TikTok,183.69,29111,262,10
2024-06-18,Email/Organic,20.19,10075,403,14
2024-06-18,Google Brand,175.72,3650,292,8
2024-06-18,Google Shopping,348.66,10533,316,11
2024-06-18,Meta Prospecting,152.25,14083,169,7
2024-06-18,Meta Retargeting,201.8,7045,155,8
2024-06-18,Referral,13.96,1380,69,4
2024-06-18,TikTok,209.18,33111,298,9
2024-06-19,Email/Organic,10.41,5200,208,8
2024-06-19,Google Brand,113.88,2362,189,5
2024-06-19,Google Shopping,172.28,5200,156,6
2024-06-19,Meta Prospecting,304.4,28166,338,18
2024-06-19,Meta Retargeting,197.53,6863,151,8
2024-06-19,Referral,36.31,3620,181,10
2024-06-19,TikTok,198.87,31555,284,11
2024-06-20,Email/Organic,21.84,10900,436,16
2024-06-20,Google Brand,54.15,1125,90,2
2024-06-20,Google Shopping,392.31,11866,356,11
2024-06-20,Meta Prospecting,335.97,31083,373,19
2024-06-20,Meta Retargeting,293.8,10272,226,11
2024-06-20,Referral,14.88,1480,74,4
2024-06-20,TikTok,83.55,13222,119,4
2024-06-21,Email/Organic,16.68,8325,333,12
2024-06-21,Google Brand,146.15,3037,243,6
2024-06-21,Google Shopping,363.86,11000,330,12
2024-06-21,Meta Prospecting,186.98,17250,207,10
2024-06-21,Meta Retargeting,332.19,11590,255,12
2024-06-21,Referral,36.82,3680,184,10
2024-06-21,TikTok,170.03,26888,242,9
2024-06-22,Email/Organic,18.64,9300,372,15
2024-06-22,Google Brand,57.1,1187,95,3
2024-06-22,Google Shopping,174.79,5266,158,6
2024-06-22,Meta Prospecting,180.53,16666,200,11
2024-06-22,Meta Retargeting,111.72,3863,85,4
2024-06-22,Referral,23.7,2360,118,7
2024-06-22,TikTok,103.44,16333,147,5
2024-06-23,Email/Organic,15.62,7800,312,11
2024-06-23,Google Brand,126.66,2637,211,6
2024-06-23,Google Shopping,182.65,5533,166,6
2024-06-23,Meta Prospecting,337.24,31166,374,19
2024-06-23,Meta Retargeting,213.02,7409,163,8
2024-06-23,Referral,29.94,2980,149,8
2024-06-23,TikTok,151.95,24111,217,8
2024-06-24,Email/Organic,12.38,6175,247,9
2024-06-24,Google Brand,108.43,2250,180,5
2024-06-24,Google Shopping,209.55,6333,190,8
2024-06-24,Meta Prospecting,307.35,28416,341,17
2024-06-24,Meta Retargeting,258.02,9000,198,10
2024-06-24,Referral,29.42,2940,147,9
2024-06-24,TikTok,217.76,34555,311,12
2024-06-25,Email/Organic,17.57,8775,351,13
2024-06-25,Google Brand,87.71,1825,146,4
2024-06-25,Google Shopping,178.65,5400,162,6
2024-06-25,Meta Prospecting,373.65,34583,415,21
2024-06-25,Meta Retargeting,104.29,3636,80,4
2024-06-25,Referral,24.16,2400,120,7
2024-06-25,TikTok,199.6,31666,285,10
2024-06-26,Email/Organic,15.98,7975,319,12
2024-06-26,Google Brand,68.88,1425,114,3
2024-06-26,Google Shopping,293.04,8866,266,10
2024-06-26,Meta Prospecting,245.69,22666,272,14
2024-06-26,Meta Retargeting,142.47,4954,109,6
2024-06-26,Referral,26.55,2640,132,7
2024-06-26,TikTok,194.87,30888,278,11
2024-06-27,Email/Organic,24.03,12000,480,18
2024-06-27,Google Brand,94.17,1950,156,4
2024-06-27,Google Shopping,212.82,6433,193,7
2024-06-27,Meta Prospecting,413.28,38250,459,22
2024-06-27,Meta Retargeting,179.42,6272,138,7
2024-06-27,Referral,29.5,2940,147,9
2024-06-27,TikTok,86.0,13555,122,4
2024-06-28,Email/Organic,15.71,7850,314,11
2024-06-28,Google Brand,111.53,2312,185,5
2024-06-28,Google Shopping,170.58,5166,155,6
2024-06-28,Meta Prospecting,307.64,28416,341,18
2024-06-28,Meta Retargeting,256.14,8954,197,9
2024-06-28,Referral,31.2,3120,156,9
2024-06-28,TikTok,125.44,19888,179,6
2024-06-29,Email/Organic,13.46,6725,269,11
2024-06-29,Google Brand,124.4,2587,207,5
2024-06-29,Google Shopping,177.22,5366,161,6
2024-06-29,Meta Prospecting,410.78,38000,456,23
2024-06-29,Meta Retargeting,265.18,9227,203,11
2024-06-29,Referral,24.32,2420,121,6
2024-06-29,TikTok,50.94,8000,72,2
2024-06-30,Email/Organic,11.76,5875,235,10
2024-06-30,Google Brand,181.82,3787,303,8
2024-06-30,Google Shopping,418.79,12666,380,14
2024-06-30,Meta Prospecting,422.78,39083,469,24
2024-06-30,Meta Retargeting,201.78,7045,155,8
2024-06-30,Referral,34.52,3440,172,10
2024-06-30,TikTok,105.21,16666,150,6
2024-07-01,Email/Organic,9.72,4850,194,7
2024-07-01,Google Brand,135.4,2812,225,6
2024-07-01,Google Shopping,123.78,3733,112,4
2024-07-01,Meta Prospecting,280.77,25916,311,16
2024-07-01,Meta Retargeting,292.98,10227,225,11
2024-07-01,Referral,30.94,3080,154,9
2024-07-01,TikTok,181.62,28777,259,9
2024-07-02,Email/Organic,18.63,9300,372,14
2024-07-02,Google Brand,264.62,5512,441,12
2024-07-02,Google Shopping,325.77,9866,296,10
2024-07-02,Meta Prospecting,314.77,29083,349,17
2024-07-02,Meta Retargeting,176.99,6181,136,7
2024-07-02,Referral,18.88,1880,94,6
2024-07-02,TikTok,294.96,46777,421,15
2024-07-03,Email/Organic,8.86,4425,177,7
2024-07-03,Google Brand,127.81,2662,213,7
2024-07-03,Google Shopping,158.51,4800,144,5
2024-07-03,Meta Prospecting,288.55,26666,320,13
2024-07-03,Meta Retargeting,148.98,5181,114,5
2024-07-03,Referral,11.63,1160,58,4
2024-07-03,TikTok,149.5,23666,213,7
2024-07-04,Email/Organic,17.23,8600,344,12
2024-07-04,Google Brand,148.14,3075,246,6
2024-07-04,Google Shopping,255.93,7733,232,7
2024-07-04,Meta Prospecting,341.87,31583,379,19
2024-07-04,Meta Retargeting,167.17,5818,128,6
2024-07-04,Referral,25.38,2520,126,7
2024-07-04,TikTok,205.14,32555,293,9
2024-07-05,Email/Organic,9.74,4850,194,7
2024-07-05,Google Brand,51.39,1062,85,2
2024-07-05,Google Shopping,246.32,7433,223,7
2024-07-05,Meta Prospecting,304.09,28083,337,17
2024-07-05,Meta Retargeting,196.57,6863,151,9
2024-07-05,Referral,31.48,3140,157,9
2024-07-05,TikTok,78.67,12444,112,5
2024-07-06,Email/Organic,20.79,10375,415,15
2024-07-06,Google Brand,117.86,2450,196,5
2024-07-06,Google Shopping,109.88,3300,99,4
2024-07-06,Meta Prospecting,148.72,13750,165,9
2024-07-06,Meta Retargeting,137.44,4772,105,6
2024-07-06,Referral,37.42,3740,187,10
2024-07-06,TikTok,177.67,28111,253,9
2024-07-07,Email/Organic,17.47,8725,349,13
2024-07-07,Google Brand,95.85,1987,159,4
2024-07-07,Google Shopping,442.56,13400,402,14
2024-07-07,Meta Prospecting,133.1,12250,147,7
2024-07-07,Meta Retargeting,33.67,1136,25,1
2024-07-07,Referral,22.13,2200,110,7
2024-07-07,TikTok,168.92,26777,241,9
2024-07-08,Email/Organic,12.28,6125,245,10
2024-07-08,Google Brand,91.6,1900,152,4
2024-07-08,Google Shopping,413.44,12500,375,13
2024-07-08,Meta Prospecting,313.14,28916,347,17
2024-07-08,Meta Retargeting,222.73,7772,171,9
2024-07-08,Referral,30.51,3040,152,8
2024-07-08,TikTok,98.8,15666,141,5
2024-07-09,Email/Organic,10.02,5000,200,9
2024-07-09,Google Brand,77.11,1600,128,3
2024-07-09,Google Shopping,274.54,8300,249,10
2024-07-09,Meta Prospecting,419.48,38833,466,23
2024-07-09,Meta Retargeting,158.14,5500,121,6
2024-07-09,Referral,20.97,2080,104,6
2024-07-09,TikTok,234.64,37222,335,12
2024-07-10,Email/Organic,9.81,4900,196,7
2024-07-10,Google Brand,109.57,2275,182,6
2024-07-10,Google Shopping,370.31,11200,336,12
2024-07-10,Meta Prospecting,421.29,39000,468,23
2024-07-10,Meta Retargeting,114.82,4000,88,5
2024-07-10,Referral,17.27,1720,86,5
2024-07-10,TikTok,188.55,29888,269,9
2024-07-11,Email/Organic,20.51,10250,410,15
2024-07-11,Google Brand,99.42,2062,165,5
2024-07-11,Google Shopping,379.02,11466,344,11
2024-07-11,Meta Prospecting,347.79,32166,386,22
2024-07-11,Meta Retargeting,158.62,5545,122,5
2024-07-11,Referral,3.38,320,16,1
2024-07-11,TikTok,128.37,20333,183,6
2024-07-12,Email/Organic,15.39,7675,307,11
2024-07-12,Google Brand,51.27,1062,85,2
2024-07-12,Google Shopping,349.03,10566,317,11
2024-07-12,Meta Prospecting,273.42,25250,303,16
2024-07-12,Meta Retargeting,233.86,8136,179,8
2024-07-12,Referral,23.06,2300,115,7
2024-07-12,TikTok,301.09,47777,430,15
2024-07-13,Email/Organic,13.32,6650,266,10
2024-07-13,Google Brand,187.78,3900,312,8
2024-07-13,Google Shopping,327.51,9900,297,11
2024-07-13,Meta Prospecting,339.26,31333,376,21
2024-07-13,Meta Retargeting,359.51,12545,276,13
2024-07-13,Referral,9.57,940,47,3
2024-07-13,TikTok,151.96,24111,217,8
2024-07-14,Email/Organic,12.47,6225,249,9
2024-07-14,Google Brand,153.01,3187,255,7
2024-07-14,Google Shopping,268.8,8133,244,9
2024-07-14,Meta Prospecting,333.85,30833,370,18
2024-07-14,Meta Retargeting,252.42,8818,194,10
2024-07-14,Referral,19.04,1900,95,6
2024-07-14,TikTok,225.17,35666,321,11
2024-07-15,Email/Organic,19.91,9950,398,14
2024-07-15,Google Brand,162.08,3375,270,7
2024-07-15,Google Shopping,377.62,11433,343,13
2024-07-15,Meta Prospecting,363.65,33666,404,20
2024-07-15,Meta Retargeting,223.2,7772,171,9
2024-07-15,Referral,9.52,940,47,3
2024-07-15,TikTok,101.4,16000,144,5
2024-07-16,Email/Organic,28.21,14100,564,20
2024-07-16,Google Brand,305.91,6362,509,14
2024-07-16,Google Shopping,82.13,2466,74,3
2024-07-16,Meta Prospecting,210.74,19500,234,11
2024-07-16,Meta Retargeting,224.65,7818,172,9
2024-07-16,Referral,21.5,2140,107,6
2024-07-16,TikTok,98.98,15666,141,5
2024-07-17,Email/Organic,23.3,11650,466,17
2024-07-17,Google Brand,92.61,1925,154,4
2024-07-17,Google Shopping,398.8,12066,362,13
2024-07-17,Meta Prospecting,340.82,31500,378,19
2024-07-17,Meta Retargeting,188.06,6545,144,7
2024-07-17,Referral,12.91,1280,64,4
2024-07-17,TikTok,236.93,37555,338,13
2024-07-18,Email/Organic,17.76,8875,355,13
2024-07-18,Google Brand,155.92,3237,259,6
2024-07-18,Google Shopping,402.17,12166,365,13
2024-07-18,Meta Prospecting,259.77,24000,288,15
2024-07-18,Meta Retargeting,153.39,5318,117,6
2024-07-18,Referral,27.89,2780,139,8
2024-07-18,TikTok,80.49,12666,114,4
2024-07-19,Email/Organic,15.29,7625,305,12
2024-07-19,Google Brand,200.65,4175,334,9
2024-07-19,Google Shopping,489.75,14833,445,15
2024-07-19,Meta Prospecting,299.81,27750,333,18
2024-07-19,Meta Retargeting,336.23,11727,258,14
2024-07-19,Referral,10.95,1080,54,3
2024-07-19,TikTok,142.7,22555,203,7
2024-07-20,Email/Organic,15.94,7950,318,12
2024-07-20,Google Brand,114.72,2387,191,5
2024-07-20,Google Shopping,308.68,9333,280,11
2024-07-20,Meta Prospecting,482.25,44583,535,27
2024-07-20,Meta Retargeting,99.79,3454,76,4
2024-07-20,Referral,16.34,1620,81,4
2024-07-20,TikTok,103.23,16333,147,5
2024-07-21,Email/Organic,14.39,7175,287,10
2024-07-21,Google Brand,146.21,3037,243,7
2024-07-21,Google Shopping,337.96,10233,307,13
2024-07-21,Meta Prospecting,378.14,35000,420,20
2024-07-21,Meta Retargeting,131.0,4545,100,5
2024-07-21,Referral,39.45,3940,197,10
2024-07-21,TikTok,134.18,21222,191,8
2024-07-22,Email/Organic,14.41,7200,288,11
2024-07-22,Google Brand,121.28,2525,202,6
2024-07-22,Google Shopping,274.22,8300,249,9
2024-07-22,Meta Prospecting,284.48,26333,316,15
2024-07-22,Meta Retargeting,155.99,5409,119,6
2024-07-22,Referral,7.24,720,36,3
2024-07-22,TikTok,75.2,11888,107,4
2024-07-23,Email/Organic,14.47,7225,289,11
2024-07-23,Google Brand,185.18,3850,308,9
2024-07-23,Google Shopping,290.25,8766,263,9
2024-07-23,Meta Prospecting,442.12,40916,491,25
2024-07-23,Meta Retargeting,176.56,6136,135,7
2024-07-23,Referral,35.91,3580,179,10
2024-07-23,TikTok,79.33,12555,113,4
2024-07-24,Email/Organic,14.14,7050,282,11
2024-07-24,Google Brand,86.78,1800,144,4
2024-07-24,Google Shopping,232.11,7033,211,8
2024-07-24,Meta Prospecting,415.84,38500,462,22
2024-07-24,Meta Retargeting,104.8,3636,80,4
2024-07-24,Referral,9.99,980,49,3
2024-07-24,TikTok,91.71,14555,131,5
2024-07-25,Email/Organic,22.58,11275,451,16
2024-07-25,Google Brand,45.82,950,76,2
2024-07-25,Google Shopping,325.64,9866,296,10
2024-07-25,Meta Prospecting,363.7,33666,404,19
2024-07-25,Meta Retargeting,214.66,7500,165,8
2024-07-25,Referral,26.11,2600,130,7
2024-07-25,TikTok,86.28,13666,123,4
2024-07-26,Email/Organic,17.3,8650,346,13
2024-07-26,Google Brand,163.75,3400,272,7
2024-07-26,Google Shopping,318.19,9633,289,11
2024-07-26,Meta Prospecting,385.35,35666,428,20
2024-07-26,Meta Retargeting,332.55,11590,255,14
2024-07-26,Referral,30.67,3060,153,9
2024-07-26,TikTok,270.49,42888,386,12
2024-07-27,Email/Organic,17.44,8700,348,13
2024-07-27,Google Brand,114.67,2387,191,5
2024-07-27,Google Shopping,350.17,10600,318,11
2024-07-27,Meta Prospecting,233.13,21583,259,12
2024-07-27,Meta Retargeting,260.43,9090,200,11
2024-07-27,Referral,21.4,2120,106,6
2024-07-27,TikTok,164.66,26111,235,8
2024-07-28,Email/Organic,14.69,7325,293,12
2024-07-28,Google Brand,81.8,1700,136,4
2024-07-28,Google Shopping,267.73,8100,243,9
2024-07-28,Meta Prospecting,227.37,21000,252,13
2024-07-28,Meta Retargeting,25.8,863,19,1
2024-07-28,Referral,26.93,2680,134,8
2024-07-28,TikTok,116.55,18444,166,6
2024-07-29,Email/Organic,11.75,5875,235,9
2024-07-29,Google Brand,254.12,5287,423,11
2024-07-29,Google Shopping,383.15,11600,348,12
2024-07-29,Meta Prospecting,402.56,37250,447,23
2024-07-29,Meta Retargeting,163.65,5681,125,7
2024-07-29,Referral,20.76,2060,103,6
2024-07-29,TikTok,114.34,18111,163,6
2024-07-30,Email/Organic,18.67,9325,373,12
2024-07-30,Google Brand,89.01,1850,148,4
2024-07-30,Google Shopping,191.89,5800,174,6
2024-07-30,Meta Prospecting,284.87,26333,316,17
2024-07-30,Meta Retargeting,223.25,7772,171,9
2024-07-30,Referral,21.76,2160,108,6
2024-07-30,TikTok,192.11,30444,274,10
2024-07-31,Email/Organic,6.85,3400,136,5
2024-07-31,Google Brand,187.64,3900,312,8
2024-07-31,Google Shopping,283.33,8566,257,9
2024-07-31,Meta Prospecting,426.46,39416,473,24
2024-07-31,Meta Retargeting,276.62,9636,212,11
2024-07-31,Referral,40.95,4080,204,12
2024-07-31,TikTok,118.64,18777,169,5
2024-08-01,Email/Organic,16.1,8050,322,12
2024-08-01,Google Brand,187.59,3900,312,8
2024-08-01,Google Shopping,277.9,8400,252,8
2024-08-01,Meta Prospecting,504.56,46666,560,28
2024-08-01,Meta Retargeting,231.78,8090,178,8
2024-08-01,Referral,20.28,2020,101,6
2024-08-01,TikTok,101.78,16111,145,6
2024-08-02,Email/Organic,14.68,7325,293,11
2024-08-02,Google Brand,81.75,1700,136,4
2024-08-02,Google Shopping,345.13,10433,313,11
2024-08-02,Meta Prospecting,247.7,22916,275,15
2024-08-02,Meta Retargeting,257.22,8954,197,9
2024-08-02,Referral,11.48,1140,57,3
2024-08-02,TikTok,152.82,24222,218,8
2024-08-03,Email/Organic,14.93,7450,298,11
2024-08-03,Google Brand,207.05,4312,345,9
2024-08-03,Google Shopping,259.02,7833,235,9
2024-08-03,Meta Prospecting,327.89,30333,364,18
2024-08-03,Meta Retargeting,142.25,4954,109,6
2024-08-03,Referral,33.66,3360,168,9
2024-08-03,TikTok,112.13,17777,160,6
2024-08-04,Email/Organic,12.43,6200,248,10
2024-08-04,Google Brand,144.19,3000,240,7
2024-08-04,Google Shopping,257.17,7766,233,9
2024-08-04,Meta Prospecting,304.22,28166,338,15
2024-08-04,Meta Retargeting,277.31,9681,213,10
2024-08-04,Referral,28.69,2860,143,7
2024-08-04,TikTok,110.45,17444,157,6
2024-08-05,Email/Organic,17.85,8925,357,14
2024-08-05,Google Brand,177.27,3687,295,7
2024-08-05,Google Shopping,280.91,8500,255,9
2024-08-05,Meta Prospecting,463.99,42916,515,25
2024-08-05,Meta Retargeting,25.06,863,19,1
2024-08-05,Referral,36.24,3620,181,10
2024-08-05,TikTok,120.38,19000,171,7
2024-08-06,Email/Organic,14.08,7025,281,10
2024-08-06,Google Brand,87.32,1812,145,4
2024-08-06,Google Shopping,334.83,10133,304,11
2024-08-06,Meta Prospecting,415.63,38416,461,24
2024-08-06,Meta Retargeting,283.14,9863,217,11
2024-08-06,Referral,19.33,1920,96,6
2024-08-06,TikTok,247.29,39222,353,12
2024-08-07,Email/Organic,14.18,7075,283,10
2024-08-07,Google Brand,129.31,2687,215,6
2024-08-07,Google Shopping,276.72,8366,251,9
2024-08-07,Meta Prospecting,411.29,38000,456,22
2024-08-07,Meta Retargeting,217.19,7590,167,8
2024-08-07,Referral,18.22,1820,91,5
2024-08-07,TikTok,78.69,12444,112,4
2024-08-08,Email/Organic,12.79,6375,255,10
2024-08-08,Google Brand,210.62,4387,351,10
2024-08-08,Google Shopping,249.13,7533,226,8
2024-08-08,Meta Prospecting,465.77,43083,517,24
2024-08-08,Meta Retargeting,99.38,3454,76,4
2024-08-08,Referral,20.86,2080,104,7
2024-08-08,TikTok,159.27,25222,227,8
2024-08-09,Email/Organic,22.26,11125,445,17
2024-08-09,Google Brand,120.2,2500,200,5
2024-08-09,Google Shopping,225.33,6800,204,8
2024-08-09,Meta Prospecting,362.77,33583,403,20
2024-08-09,Meta Retargeting,186.09,6500,143,8
2024-08-09,Referral,29.05,2900,145,8
2024-08-09,TikTok,117.73,18666,168,6
2024-08-10,Email/Organic,9.84,4900,196,8
2024-08-10,Google Brand,65.53,1362,109,3
2024-08-10,Google Shopping,228.81,6933,208,8
2024-08-10,Meta Prospecting,312.41,28916,347,18
2024-08-10,Meta Retargeting,271.71,9500,209,11
2024-08-10,Referral,29.84,2980,149,8
2024-08-10,TikTok,124.6,19777,178,6
2024-08-11,Email/Organic,20.39,10175,407,15
2024-08-11,Google Brand,167.15,3475,278,7
2024-08-11,Google Shopping,196.38,5933,178,7
2024-08-11,Meta Prospecting,446.78,41333,496,25
2024-08-11,Meta Retargeting,307.87,10727,236,11
2024-08-11,Referral,25.91,2580,129,8
2024-08-11,TikTok,159.49,25222,227,8
2024-08-12,Email/Organic,12.26,6125,245,8
2024-08-12,Google Brand,154.07,3200,256,7
2024-08-12,Google Shopping,414.07,12533,376,14
2024-08-12,Meta Prospecting,388.86,36000,432,21
2024-08-12,Meta Retargeting,247.07,8636,190,10
2024-08-12,Referral,20.04,2000,100,6
2024-08-12,TikTok,184.69,29222,263,8
2024-08-13,Email/Organic,11.54,5750,230,10
2024-08-13,Google Brand,107.41,2237,179,4
2024-08-13,Google Shopping,274.05,8300,249,8
2024-08-13,Meta Prospecting,417.29,38583,463,23
2024-08-13,Meta Retargeting,215.76,7500,165,9
2024-08-13,Referral,18.48,1840,92,6
2024-08-13,TikTok,125.44,19888,179,6
2024-08-14,Email/Organic,20.01,10000,400,15
2024-08-14,Google Brand,150.54,3125,250,8
2024-08-14,Google Shopping,429.04,13000,390,13
2024-08-14,Meta Prospecting,334.09,30916,371,20
2024-08-14,Meta Retargeting,356.53,12454,274,15
2024-08-14,Referral,15.09,1500,75,5
2024-08-14,TikTok,249.43,39555,356,12
2024-08-15,Email/Organic,22.58,11275,451,15
2024-08-15,Google Brand,122.87,2550,204,6
2024-08-15,Google Shopping,403.75,12233,367,13
2024-08-15,Meta Prospecting,441.9,40833,490,24
2024-08-15,Meta Retargeting,194.52,6772,149,7
2024-08-15,Referral,9.02,900,45,3
2024-08-15,TikTok,212.83,33777,304,11
2024-08-16,Email/Organic,19.85,9925,397,14
2024-08-16,Google Brand,119.48,2487,199,6
2024-08-16,Google Shopping,333.22,10066,302,10
2024-08-16,Meta Prospecting,384.84,35583,427,22
2024-08-16,Meta Retargeting,223.78,7818,172,9
2024-08-16,Referral,38.47,3840,192,9
2024-08-16,TikTok,144.98,23000,207,7
2024-08-17,Email/Organic,15.81,7900,316,12
2024-08-17,Google Brand,242.63,5050,404,11
2024-08-17,Google Shopping,86.79,2600,78,3
2024-08-17,Meta Prospecting,419.74,38833,466,24
2024-08-17,Meta Retargeting,303.17,10590,233,11
2024-08-17,Referral,49.39,4920,246,12
2024-08-17,TikTok,159.15,25222,227,7
2024-08-18,Email/Organic,12.85,6425,257,10
2024-08-18,Google Brand,121.49,2525,202,5
2024-08-18,Google Shopping,256.33,7766,233,8
2024-08-18,Meta Prospecting,422.33,39083,469,23
2024-08-18,Meta Retargeting,216.0,7545,166,8
2024-08-18,Referral,12.12,1200,60,3
2024-08-18,TikTok,129.15,20444,184,7
2024-08-19,Email/Organic,8.9,4450,178,6
2024-08-19,Google Brand,102.82,2137,171,5
2024-08-19,Google Shopping,196.95,5966,179,8
2024-08-19,Meta Prospecting,268.67,24833,298,15
2024-08-19,Meta Retargeting,316.95,11045,243,12
2024-08-19,Referral,12.1,1200,60,3
2024-08-19,TikTok,122.77,19444,175,7
2024-08-20,Email/Organic,12.67,6325,253,9
2024-08-20,Google Brand,128.33,2662,213,6
2024-08-20,Google Shopping,313.36,9466,284,11
2024-08-20,Meta Prospecting,317.49,29333,352,18
2024-08-20,Meta Retargeting,133.05,4636,102,5
2024-08-20,Referral,34.69,3460,173,10
2024-08-20,TikTok,135.98,21555,194,7
2024-08-21,Email/Organic,15.96,7975,319,12
2024-08-21,Google Brand,121.78,2525,202,6
2024-08-21,Google Shopping,503.04,15233,457,16
2024-08-21,Meta Prospecting,443.77,41083,493,24
2024-08-21,Meta Retargeting,125.51,4363,96,5
2024-08-21,Referral,12.5,1240,62,4
2024-08-21,TikTok,218.87,34666,312,11
2024-08-22,Email/Organic,7.09,3525,141,5
2024-08-22,Google Brand,83.42,1737,139,4
2024-08-22,Google Shopping,177.17,5366,161,6
2024-08-22,Meta Prospecting,447.02,41333,496,27
2024-08-22,Meta Retargeting,227.15,7909,174,8
2024-08-22,Referral,15.15,1500,75,5
2024-08-22,TikTok,228.84,36222,326,10
2024-08-23,Email/Organic,9.94,4950,198,8
