customer_id,first_order_date,acquisition_channel,acquisition_cost,region,campaign
6128,2024-05-07,Referral,5.35,Northeast,Influencer Code
6129,2024-05-07,Google Shopping,22.89,West,Standard Shopping
6130,2024-05-07,Google Shopping,30.06,South,Performance Max
6131,2024-05-07,TikTok,20.01,West,Creator UGC
6132,2024-05-07,TikTok,26.0,South,Spark Ads
6133,2024-05-07,Google Shopping,28.31,South,Performance Max
6134,2024-05-07,Referral,10.21,Northeast,Friend Referral
6135,2024-05-07,Meta Prospecting,23.74,West,Broad Interest
6136,2024-05-07,Meta Prospecting,19.03,West,Advantage+ Shopping
6137,2024-05-07,Google Shopping,39.66,West,Performance Max
6138,2024-05-07,Meta Retargeting,33.55,West,30-Day Site Visitors
6139,2024-05-07,Google Brand,14.77,Northeast,Brand — Phrase
6140,2024-05-07,Meta Retargeting,30.49,West,Cart Abandoners
6141,2024-05-08,Meta Retargeting,26.8,Northeast,Cart Abandoners
6142,2024-05-08,TikTok,25.87,Midwest,Trending Sounds
6143,2024-05-08,Meta Prospecting,22.52,Midwest,Advantage+ Shopping
6144,2024-05-08,Google Brand,22.7,South,Brand — Exact
6145,2024-05-08,Meta Prospecting,13.41,South,Broad Interest
6146,2024-05-08,Google Brand,16.76,South,Brand — Phrase
6147,2024-05-08,TikTok,20.3,West,Trending Sounds
6148,2024-05-08,Email/Organic,9.98,South,Direct
6149,2024-05-08,Email/Organic,8.4,West,Newsletter
6150,2024-05-08,Meta Retargeting,20.86,West,Cart Abandoners
6151,2024-05-08,Referral,6.58,West,Influencer Code
6152,2024-05-08,Email/Organic,11.66,South,Newsletter
6153,2024-05-08,Google Brand,20.69,South,Brand — Phrase
6154,2024-05-08,Google Brand,19.2,Northeast,Brand — Phrase
6155,2024-05-08,Referral,5.29,West,Influencer Code
6156,2024-05-08,Google Shopping,30.64,Northeast,Performance Max
6157,2024-05-08,Email/Organic,11.28,West,Organic Search
6158,2024-05-08,Google Brand,27.85,Midwest,Brand — Phrase
6159,2024-05-08,Meta Prospecting,14.93,West,Broad Interest
6160,2024-05-08,Email/Organic,9.3,Midwest,Newsletter
6161,2024-05-08,Email/Organic,7.64,Northeast,Newsletter
6162,2024-05-08,Google Shopping,28.6,South,Performance Max
6163,2024-05-08,Email/Organic,8.86,West,Newsletter
6164,2024-05-08,Meta Prospecting,16.1,West,Advantage+ Shopping
6165,2024-05-08,TikTok,7.75,South,Spark Ads
6166,2024-05-08,Referral,9.6,Midwest,Friend Referral
6167,2024-05-08,Referral,6.1,West,Influencer Code
6168,2024-05-08,Meta Retargeting,22.22,West,Cart Abandoners
6169,2024-05-08,Google Brand,18.23,Midwest,Brand — Phrase
6170,2024-05-08,TikTok,13.59,West,Creator UGC
6171,2024-05-08,Google Shopping,42.77,Northeast,Standard Shopping
6172,2024-05-08,Google Shopping,30.98,West,Standard Shopping
6173,2024-05-08,Referral,7.78,Midwest,Friend Referral
6174,2024-05-08,Google Shopping,33.5,Northeast,Standard Shopping
6175,2024-05-08,Google Shopping,27.54,West,Standard Shopping
6176,2024-05-08,Meta Prospecting,17.97,West,Advantage+ Shopping
6177,2024-05-08,Meta Prospecting,20.91,South,Broad Interest
6178,2024-05-08,Meta Prospecting,12.62,South,Broad Interest
6179,2024-05-08,Referral,6.43,Midwest,Influencer Code
6180,2024-05-08,Google Brand,20.99,West,Brand — Exact
6181,2024-05-08,Google Brand,19.4,Midwest,Brand — Phrase
6182,2024-05-08,TikTok,17.56,Northeast,Trending Sounds
6183,2024-05-08,Email/Organic,9.35,West,Direct
6184,2024-05-08,Email/Organic,11.77,Midwest,Organic Search
6185,2024-05-08,Meta Retargeting,28.61,West,Cart Abandoners
6186,2024-05-08,TikTok,16.46,West,Creator UGC
6187,2024-05-08,Meta Prospecting,28.9,South,Broad Interest
6188,2024-05-08,Meta Prospecting,23.59,South,Broad Interest
6189,2024-05-08,Meta Prospecting,16.14,Midwest,Broad Interest
6190,2024-05-08,Meta Retargeting,34.18,South,Cart Abandoners
6191,2024-05-08,Meta Retargeting,27.15,South,Cart Abandoners
6192,2024-05-08,Email/Organic,6.76,South,Newsletter
6193,2024-05-08,Meta Prospecting,23.05,West,Lookalike 1%
6194,2024-05-08,Email/Organic,7.41,West,Organic Search
6195,2024-05-08,Meta Prospecting,19.99,South,Lookalike 1%
6196,2024-05-08,Meta Prospecting,18.58,Midwest,Advantage+ Shopping
6197,2024-05-08,Google Shopping,35.03,Midwest,Performance Max
6198,2024-05-08,Referral,9.8,Northeast,Influencer Code
6199,2024-05-08,TikTok,19.91,West,Creator UGC
6200,2024-05-09,Google Brand,21.1,Northeast,Brand — Phrase
6201,2024-05-09,TikTok,18.98,West,Trending Sounds
6202,2024-05-09,Meta Retargeting,31.29,Midwest,30-Day Site Visitors
6203,2024-05-09,Meta Retargeting,34.6,South,Cart Abandoners
6204,2024-05-09,TikTok,22.97,Northeast,Trending Sounds
6205,2024-05-09,Google Shopping,24.91,West,Standard Shopping
6206,2024-05-09,Google Shopping,19.71,West,Standard Shopping
6207,2024-05-09,TikTok,19.62,Midwest,Creator UGC
6208,2024-05-09,Google Shopping,20.91,West,Performance Max
6209,2024-05-09,Email/Organic,9.39,Northeast,Direct
6210,2024-05-09,Meta Prospecting,26.74,South,Advantage+ Shopping
6211,2024-05-09,Meta Prospecting,15.18,West,Lookalike 1%
6212,2024-05-09,Google Brand,29.6,West,Brand — Phrase
6213,2024-05-09,Google Shopping,19.73,Northeast,Standard Shopping
6214,2024-05-09,Referral,6.41,West,Influencer Code
6215,2024-05-09,Referral,5.44,South,Influencer Code
6216,2024-05-09,TikTok,17.61,South,Creator UGC
6217,2024-05-09,Meta Retargeting,11.9,West,Cart Abandoners
6218,2024-05-09,Referral,8.94,West,Influencer Code
6219,2024-05-09,Email/Organic,15.4,Northeast,Direct
6220,2024-05-09,Google Brand,12.4,Northeast,Brand — Phrase
6221,2024-05-09,Email/Organic,10.07,Northeast,Newsletter
6222,2024-05-09,Meta Prospecting,12.25,Midwest,Lookalike 1%
6223,2024-05-09,Meta Prospecting,14.8,Northeast,Advantage+ Shopping
6224,2024-05-09,TikTok,23.9,South,Trending Sounds
6225,2024-05-09,Email/Organic,9.58,South,Organic Search
6226,2024-05-09,Meta Retargeting,27.21,Northeast,Cart Abandoners
6227,2024-05-09,Google Shopping,33.29,Midwest,Standard Shopping
6228,2024-05-09,Referral,9.32,Northeast,Influencer Code
6229,2024-05-09,Email/Organic,4.07,South,Organic Search
6230,2024-05-09,Google Brand,19.97,South,Brand — Exact
6231,2024-05-09,Meta Prospecting,11.68,West,Advantage+ Shopping
6232,2024-05-09,Meta Retargeting,23.21,South,Cart Abandoners
6233,2024-05-09,Referral,7.47,Northeast,Influencer Code
6234,2024-05-09,Google Brand,27.9,South,Brand — Phrase
6235,2024-05-09,Google Shopping,30.21,Northeast,Performance Max
6236,2024-05-09,Google Shopping,33.49,West,Standard Shopping
6237,2024-05-09,TikTok,22.37,Northeast,Trending Sounds
6238,2024-05-09,Google Shopping,35.38,South,Performance Max
6239,2024-05-09,Email/Organic,9.01,South,Organic Search
6240,2024-05-09,Google Brand,12.46,South,Brand — Phrase
6241,2024-05-09,Meta Prospecting,15.6,South,Advantage+ Shopping
6242,2024-05-09,Referral,7.64,South,Influencer Code
6243,2024-05-09,Referral,6.5,Midwest,Influencer Code
6244,2024-05-09,Referral,7.19,Northeast,Friend Referral
6245,2024-05-09,Referral,7.61,West,Influencer Code
6246,2024-05-09,TikTok,18.32,South,Creator UGC
6247,2024-05-09,Email/Organic,6.55,Northeast,Newsletter
6248,2024-05-09,TikTok,12.26,Midwest,Creator UGC
6249,2024-05-09,Google Shopping,34.46,South,Performance Max
6250,2024-05-09,Meta Prospecting,19.06,Northeast,Lookalike 1%
6251,2024-05-09,Google Brand,16.28,Northeast,Brand — Exact
6252,2024-05-09,Referral,4.24,West,Friend Referral
6253,2024-05-09,Meta Retargeting,33.23,South,30-Day Site Visitors
6254,2024-05-09,TikTok,16.83,West,Trending Sounds
6255,2024-05-09,Meta Prospecting,23.14,Northeast,Advantage+ Shopping
6256,2024-05-09,Meta Retargeting,28.7,West,30-Day Site Visitors
6257,2024-05-09,Meta Retargeting,32.28,West,30-Day Site Visitors
6258,2024-05-09,Meta Prospecting,18.97,West,Broad Interest
6259,2024-05-10,Email/Organic,7.34,Midwest,Newsletter
6260,2024-05-10,Referral,6.24,Northeast,Influencer Code
6261,2024-05-10,Referral,7.14,West,Friend Referral
6262,2024-05-10,Meta Prospecting,18.7,West,Broad Interest
6263,2024-05-10,Meta Prospecting,12.03,West,Advantage+ Shopping
6264,2024-05-10,Email/Organic,8.08,Northeast,Newsletter
6265,2024-05-10,Email/Organic,9.22,Northeast,Newsletter
6266,2024-05-10,Meta Prospecting,19.21,South,Lookalike 1%
6267,2024-05-10,Google Shopping,14.85,Northeast,Standard Shopping
6268,2024-05-10,Email/Organic,6.78,South,Newsletter
6269,2024-05-10,Meta Prospecting,21.77,South,Advantage+ Shopping
6270,2024-05-10,TikTok,29.37,South,Trending Sounds
6271,2024-05-10,Meta Prospecting,18.58,West,Lookalike 1%
6272,2024-05-10,TikTok,19.2,South,Spark Ads
6273,2024-05-10,Email/Organic,9.07,Northeast,Newsletter
6274,2024-05-10,Meta Retargeting,28.03,West,Cart Abandoners
6275,2024-05-10,Email/Organic,8.69,West,Direct
6276,2024-05-10,TikTok,25.8,South,Creator UGC
6277,2024-05-10,Referral,8.0,Northeast,Friend Referral
6278,2024-05-10,Meta Retargeting,27.29,South,Cart Abandoners
6279,2024-05-10,Email/Organic,8.65,Northeast,Direct
6280,2024-05-10,Google Shopping,24.29,Northeast,Performance Max
6281,2024-05-10,Google Shopping,34.56,West,Standard Shopping
6282,2024-05-10,Referral,8.1,West,Friend Referral
6283,2024-05-10,Meta Prospecting,15.71,West,Lookalike 1%
6284,2024-05-10,Meta Retargeting,33.36,West,Cart Abandoners
6285,2024-05-10,Google Shopping,31.1,South,Standard Shopping
6286,2024-05-10,Meta Prospecting,20.89,Northeast,Broad Interest
6287,2024-05-10,Referral,7.66,Midwest,Influencer Code
6288,2024-05-10,Email/Organic,7.35,West,Newsletter
6289,2024-05-10,Google Shopping,44.11,Midwest,Standard Shopping
6290,2024-05-10,TikTok,19.99,South,Creator UGC
6291,2024-05-10,Google Brand,20.22,Midwest,Brand — Exact
6292,2024-05-10,Google Shopping,34.1,West,Standard Shopping
6293,2024-05-10,Meta Prospecting,24.8,Northeast,Advantage+ Shopping
6294,2024-05-10,Meta Retargeting,20.06,South,30-Day Site Visitors
6295,2024-05-10,Meta Prospecting,21.07,Northeast,Lookalike 1%
6296,2024-05-10,Email/Organic,8.55,West,Organic Search
6297,2024-05-10,Google Shopping,37.3,West,Standard Shopping
6298,2024-05-10,Meta Retargeting,30.86,South,Cart Abandoners
6299,2024-05-10,Google Brand,15.12,Midwest,Brand — Exact
6300,2024-05-10,Meta Prospecting,16.89,West,Lookalike 1%
6301,2024-05-10,Referral,5.78,West,Influencer Code
6302,2024-05-10,Meta Prospecting,22.4,Midwest,Advantage+ Shopping
6303,2024-05-10,TikTok,22.18,Northeast,Trending Sounds
6304,2024-05-10,Google Shopping,39.28,West,Standard Shopping
6305,2024-05-10,Email/Organic,10.69,Northeast,Direct
6306,2024-05-10,Meta Retargeting,22.95,West,30-Day Site Visitors
6307,2024-05-10,Referral,6.09,Northeast,Influencer Code
6308,2024-05-10,Meta Retargeting,28.04,Northeast,Cart Abandoners
6309,2024-05-10,Google Shopping,46.62,Midwest,Performance Max
6310,2024-05-10,Referral,6.77,South,Influencer Code
6311,2024-05-10,TikTok,21.6,Northeast,Spark Ads
6312,2024-05-10,Google Shopping,36.44,South,Standard Shopping
6313,2024-05-10,Referral,7.02,Midwest,Influencer Code
6314,2024-05-10,Email/Organic,13.58,South,Organic Search
6315,2024-05-10,Meta Prospecting,16.76,Northeast,Broad Interest
6316,2024-05-10,Google Brand,16.78,Northeast,Brand — Phrase
6317,2024-05-10,Meta Retargeting,30.77,West,Cart Abandoners
6318,2024-05-10,Meta Retargeting,21.39,Northeast,30-Day Site Visitors
6319,2024-05-11,Referral,6.6,Midwest,Friend Referral
6320,2024-05-11,TikTok,23.53,South,Spark Ads
6321,2024-05-11,Meta Prospecting,14.03,Northeast,Broad Interest
6322,2024-05-11,Email/Organic,7.81,Midwest,Newsletter
6323,2024-05-11,Referral,9.12,Northeast,Influencer Code
6324,2024-05-11,Meta Prospecting,18.13,West,Broad Interest
6325,2024-05-11,TikTok,18.14,South,Trending Sounds
6326,2024-05-11,Google Shopping,47.72,South,Standard Shopping
6327,2024-05-11,Email/Organic,6.85,Northeast,Direct
6328,2024-05-11,Google Shopping,39.05,West,Standard Shopping
6329,2024-05-11,Email/Organic,9.35,South,Direct
6330,2024-05-11,Meta Prospecting,10.95,South,Advantage+ Shopping
6331,2024-05-11,Email/Organic,8.53,South,Newsletter
6332,2024-05-11,Meta Prospecting,25.32,South,Advantage+ Shopping
6333,2024-05-11,Google Brand,27.26,West,Brand — Phrase
6334,2024-05-11,Meta Prospecting,14.1,West,Lookalike 1%
6335,2024-05-11,TikTok,21.32,West,Spark Ads
6336,2024-05-11,Meta Retargeting,25.68,West,Cart Abandoners
6337,2024-05-11,Google Brand,21.55,West,Brand — Phrase
6338,2024-05-11,Google Brand,19.56,South,Brand — Exact
6339,2024-05-11,Email/Organic,9.35,Northeast,Newsletter
6340,2024-05-11,Google Shopping,26.48,Northeast,Standard Shopping
6341,2024-05-11,TikTok,24.37,South,Spark Ads
6342,2024-05-11,Meta Prospecting,17.6,Midwest,Advantage+ Shopping
6343,2024-05-11,Meta Prospecting,22.3,Midwest,Broad Interest
6344,2024-05-11,Google Shopping,27.24,South,Standard Shopping
6345,2024-05-11,Referral,6.13,Northeast,Influencer Code
6346,2024-05-11,Meta Prospecting,17.86,Midwest,Broad Interest
6347,2024-05-11,Meta Prospecting,15.25,Midwest,Broad Interest
6348,2024-05-11,Meta Prospecting,17.53,South,Broad Interest
6349,2024-05-11,Email/Organic,7.72,West,Organic Search
6350,2024-05-11,Google Brand,23.87,South,Brand — Phrase
6351,2024-05-11,TikTok,16.21,West,Creator UGC
6352,2024-05-11,Meta Prospecting,21.42,West,Broad Interest
6353,2024-05-11,Meta Prospecting,18.29,Midwest,Advantage+ Shopping
6354,2024-05-11,Meta Retargeting,24.57,Northeast,30-Day Site Visitors
6355,2024-05-11,Email/Organic,6.76,West,Direct
6356,2024-05-11,Email/Organic,6.52,West,Direct
6357,2024-05-11,Meta Prospecting,25.02,South,Broad Interest
6358,2024-05-11,Referral,7.77,Northeast,Influencer Code
6359,2024-05-11,Meta Retargeting,28.58,South,30-Day Site Visitors
6360,2024-05-11,Email/Organic,7.77,Midwest,Newsletter
6361,2024-05-11,Google Shopping,35.31,Northeast,Standard Shopping
6362,2024-05-11,Meta Prospecting,17.86,Midwest,Broad Interest
6363,2024-05-11,TikTok,18.75,Midwest,Trending Sounds
6364,2024-05-11,TikTok,15.13,West,Trending Sounds
6365,2024-05-11,Google Brand,23.84,Midwest,Brand — Exact
6366,2024-05-11,Google Shopping,43.91,Midwest,Standard Shopping
6367,2024-05-11,Meta Retargeting,33.83,South,30-Day Site Visitors
6368,2024-05-11,Email/Organic,10.84,Northeast,Organic Search
6369,2024-05-11,Meta Retargeting,20.0,Midwest,Cart Abandoners
6370,2024-05-11,TikTok,15.26,South,Trending Sounds
6371,2024-05-11,Meta Prospecting,20.8,South,Broad Interest
6372,2024-05-11,Meta Prospecting,18.64,West,Lookalike 1%
6373,2024-05-11,Meta Retargeting,24.39,Midwest,30-Day Site Visitors
6374,2024-05-11,Meta Prospecting,16.11,West,Lookalike 1%
6375,2024-05-11,Google Shopping,17.62,Northeast,Performance Max
6376,2024-05-11,Meta Prospecting,20.45,South,Lookalike 1%
6377,2024-05-12,Referral,7.18,West,Influencer Code
6378,2024-05-12,Email/Organic,9.6,South,Organic Search
6379,2024-05-12,Meta Prospecting,14.85,West,Broad Interest
6380,2024-05-12,Email/Organic,10.59,Midwest,Organic Search
6381,2024-05-12,Google Brand,25.12,West,Brand — Phrase
6382,2024-05-12,Meta Retargeting,21.22,Northeast,30-Day Site Visitors
6383,2024-05-12,Meta Prospecting,11.62,South,Advantage+ Shopping
6384,2024-05-12,TikTok,22.89,Northeast,Spark Ads
6385,2024-05-12,Meta Prospecting,17.99,West,Advantage+ Shopping
6386,2024-05-12,Meta Retargeting,23.62,Midwest,Cart Abandoners
6387,2024-05-12,Meta Retargeting,23.77,West,30-Day Site Visitors
6388,2024-05-12,Meta Prospecting,18.43,West,Broad Interest
6389,2024-05-12,Google Shopping,23.71,West,Standard Shopping
6390,2024-05-12,Meta Prospecting,12.65,South,Advantage+ Shopping
6391,2024-05-12,Meta Retargeting,21.2,Northeast,30-Day Site Visitors
6392,2024-05-12,Referral,6.52,Northeast,Influencer Code
6393,2024-05-12,Meta Retargeting,20.79,Northeast,Cart Abandoners
6394,2024-05-12,Meta Retargeting,35.02,West,30-Day Site Visitors
6395,2024-05-12,Google Shopping,25.28,Midwest,Standard Shopping
6396,2024-05-12,Google Shopping,31.25,South,Standard Shopping
6397,2024-05-12,TikTok,22.01,West,Creator UGC
6398,2024-05-12,Meta Prospecting,22.72,Midwest,Broad Interest
6399,2024-05-12,TikTok,27.75,West,Spark Ads
6400,2024-05-12,Email/Organic,13.38,West,Organic Search
6401,2024-05-12,Email/Organic,11.25,West,Direct
6402,2024-05-12,Meta Prospecting,21.79,South,Lookalike 1%
6403,2024-05-12,Meta Prospecting,14.0,Northeast,Broad Interest
6404,2024-05-12,Google Shopping,34.53,Midwest,Performance Max
6405,2024-05-12,TikTok,18.87,South,Spark Ads
6406,2024-05-12,Google Shopping,29.32,Northeast,Performance Max
6407,2024-05-12,Meta Prospecting,16.37,West,Lookalike 1%
6408,2024-05-12,Meta Prospecting,13.92,Northeast,Broad Interest
6409,2024-05-12,Email/Organic,7.88,West,Direct
6410,2024-05-12,Email/Organic,7.25,South,Organic Search
6411,2024-05-12,Meta Prospecting,11.05,South,Advantage+ Shopping
6412,2024-05-12,Meta Prospecting,23.39,Northeast,Lookalike 1%
6413,2024-05-12,Google Brand,22.08,Midwest,Brand — Exact
6414,2024-05-12,Google Shopping,31.38,West,Standard Shopping
6415,2024-05-12,Email/Organic,8.85,West,Direct
6416,2024-05-12,TikTok,24.6,Northeast,Creator UGC
6417,2024-05-12,Email/Organic,9.29,South,Organic Search
6418,2024-05-12,Meta Prospecting,23.54,West,Advantage+ Shopping
6419,2024-05-12,Email/Organic,10.23,West,Newsletter
6420,2024-05-12,Referral,5.88,West,Influencer Code
6421,2024-05-12,Referral,8.88,West,Friend Referral
6422,2024-05-12,TikTok,21.41,Midwest,Spark Ads
6423,2024-05-12,Meta Retargeting,25.44,South,30-Day Site Visitors
6424,2024-05-12,Email/Organic,10.81,South,Newsletter
6425,2024-05-12,TikTok,20.12,West,Creator UGC
6426,2024-05-12,Email/Organic,10.41,South,Direct
6427,2024-05-12,Meta Prospecting,13.36,Midwest,Broad Interest
6428,2024-05-12,Referral,7.08,West,Influencer Code
6429,2024-05-12,Google Brand,18.77,Midwest,Brand — Phrase
6430,2024-05-13,Meta Retargeting,30.18,South,30-Day Site Visitors
6431,2024-05-13,Email/Organic,8.45,Midwest,Newsletter
6432,2024-05-13,TikTok,26.35,West,Spark Ads
6433,2024-05-13,Referral,7.33,South,Friend Referral
6434,2024-05-13,TikTok,15.12,Midwest,Spark Ads
6435,2024-05-13,Google Shopping,33.39,West,Performance Max
6436,2024-05-13,Meta Prospecting,19.14,South,Lookalike 1%
6437,2024-05-13,Email/Organic,6.18,Northeast,Direct
6438,2024-05-13,Referral,6.93,South,Friend Referral
6439,2024-05-13,Meta Prospecting,22.14,South,Advantage+ Shopping
6440,2024-05-13,Meta Retargeting,27.86,Northeast,Cart Abandoners
6441,2024-05-13,Meta Prospecting,11.27,West,Lookalike 1%
6442,2024-05-13,Email/Organic,8.78,West,Organic Search
6443,2024-05-13,Google Brand,15.35,Midwest,Brand — Exact
6444,2024-05-13,Meta Prospecting,15.22,West,Advantage+ Shopping
6445,2024-05-13,TikTok,35.65,Northeast,Trending Sounds
6446,2024-05-13,Google Shopping,37.13,Midwest,Performance Max
6447,2024-05-13,Meta Retargeting,24.34,West,30-Day Site Visitors
6448,2024-05-13,Meta Retargeting,28.91,West,Cart Abandoners
6449,2024-05-13,Meta Retargeting,31.3,West,30-Day Site Visitors
6450,2024-05-13,Google Brand,28.89,Midwest,Brand — Exact
6451,2024-05-13,Meta Retargeting,32.79,Midwest,30-Day Site Visitors
6452,2024-05-13,Google Shopping,39.08,South,Performance Max
6453,2024-05-13,Email/Organic,10.41,West,Direct
6454,2024-05-13,Email/Organic,11.73,South,Newsletter
6455,2024-05-13,Meta Retargeting,21.41,West,30-Day Site Visitors
6456,2024-05-13,Google Shopping,32.3,Northeast,Standard Shopping
6457,2024-05-13,TikTok,17.56,South,Spark Ads
6458,2024-05-13,Meta Prospecting,10.04,West,Broad Interest
6459,2024-05-13,Meta Prospecting,18.3,West,Broad Interest
6460,2024-05-13,Google Shopping,28.39,West,Standard Shopping
6461,2024-05-13,Email/Organic,5.62,West,Organic Search
6462,2024-05-13,Meta Prospecting,20.23,Northeast,Lookalike 1%
6463,2024-05-13,Email/Organic,9.62,South,Organic Search
6464,2024-05-13,Email/Organic,9.64,Midwest,Direct
6465,2024-05-13,Referral,5.86,Midwest,Influencer Code
6466,2024-05-13,Meta Prospecting,13.7,Northeast,Broad Interest
6467,2024-05-13,Email/Organic,10.74,West,Direct
6468,2024-05-13,Meta Prospecting,16.88,West,Broad Interest
6469,2024-05-13,Google Shopping,35.18,Northeast,Performance Max
6470,2024-05-13,Google Shopping,34.68,Midwest,Performance Max
6471,2024-05-13,Google Brand,20.39,Midwest,Brand — Exact
6472,2024-05-13,TikTok,17.59,Northeast,Spark Ads
6473,2024-05-13,Meta Prospecting,17.34,West,Lookalike 1%
6474,2024-05-13,Google Shopping,39.93,South,Standard Shopping
6475,2024-05-13,Meta Prospecting,11.4,West,Lookalike 1%
6476,2024-05-13,Email/Organic,9.37,West,Newsletter
6477,2024-05-13,Meta Prospecting,14.27,South,Lookalike 1%
6478,2024-05-13,TikTok,18.03,West,Creator UGC
6479,2024-05-13,TikTok,25.59,West,Creator UGC
6480,2024-05-13,TikTok,20.58,West,Spark Ads
6481,2024-05-13,Meta Prospecting,22.33,South,Advantage+ Shopping
6482,2024-05-13,Email/Organic,10.15,South,Newsletter
6483,2024-05-13,Meta Prospecting,21.22,Northeast,Lookalike 1%
6484,2024-05-13,TikTok,22.09,Northeast,Spark Ads
6485,2024-05-13,Email/Organic,10.56,South,Newsletter
6486,2024-05-13,Google Shopping,35.44,South,Standard Shopping
6487,2024-05-13,Email/Organic,12.73,South,Organic Search
6488,2024-05-13,Meta Prospecting,16.42,West,Advantage+ Shopping
6489,2024-05-13,Google Shopping,19.97,West,Performance Max
6490,2024-05-13,Meta Retargeting,30.97,South,Cart Abandoners
6491,2024-05-13,Referral,6.32,Midwest,Friend Referral
6492,2024-05-13,TikTok,18.73,West,Creator UGC
6493,2024-05-13,Email/Organic,6.55,West,Newsletter
6494,2024-05-13,Referral,9.22,West,Friend Referral
6495,2024-05-14,Meta Prospecting,24.25,West,Lookalike 1%
6496,2024-05-14,Meta Prospecting,17.01,West,Lookalike 1%
6497,2024-05-14,Email/Organic,8.74,West,Direct
6498,2024-05-14,Meta Prospecting,16.72,Northeast,Advantage+ Shopping
6499,2024-05-14,Referral,7.73,South,Friend Referral
6500,2024-05-14,Email/Organic,8.97,West,Organic Search
6501,2024-05-14,Google Brand,14.24,Northeast,Brand — Phrase
6502,2024-05-14,Google Brand,22.15,West,Brand — Exact
6503,2024-05-14,Google Shopping,31.43,Midwest,Performance Max
6504,2024-05-14,Meta Prospecting,13.27,Midwest,Lookalike 1%
6505,2024-05-14,Referral,7.96,West,Influencer Code
6506,2024-05-14,Email/Organic,8.44,Northeast,Newsletter
6507,2024-05-14,Meta Prospecting,17.98,Midwest,Advantage+ Shopping
6508,2024-05-14,Google Shopping,27.94,West,Standard Shopping
6509,2024-05-14,Meta Prospecting,14.17,Midwest,Advantage+ Shopping
6510,2024-05-14,Meta Prospecting,18.65,West,Advantage+ Shopping
6511,2024-05-14,Email/Organic,9.81,South,Newsletter
6512,2024-05-14,Email/Organic,13.8,Midwest,Newsletter
6513,2024-05-14,Google Shopping,27.4,South,Performance Max
6514,2024-05-14,Meta Prospecting,21.13,West,Lookalike 1%
6515,2024-05-14,Google Shopping,28.95,South,Standard Shopping
6516,2024-05-14,Meta Prospecting,21.49,Midwest,Broad Interest
6517,2024-05-14,Email/Organic,10.12,West,Newsletter
6518,2024-05-14,Google Shopping,27.49,West,Standard Shopping
6519,2024-05-14,Email/Organic,6.94,Northeast,Newsletter
6520,2024-05-14,Referral,4.97,Northeast,Influencer Code
6521,2024-05-14,TikTok,24.34,Midwest,Spark Ads
6522,2024-05-14,Referral,5.73,West,Influencer Code
6523,2024-05-14,Referral,4.75,Northeast,Influencer Code
6524,2024-05-14,Email/Organic,10.91,South,Organic Search
6525,2024-05-14,Referral,7.06,Northeast,Influencer Code
6526,2024-05-14,TikTok,18.96,Midwest,Spark Ads
6527,2024-05-14,Email/Organic,10.41,Midwest,Organic Search
6528,2024-05-14,Meta Prospecting,16.83,South,Advantage+ Shopping
6529,2024-05-14,Meta Prospecting,20.43,Northeast,Advantage+ Shopping
6530,2024-05-14,TikTok,17.74,Northeast,Spark Ads
6531,2024-05-14,Google Shopping,40.16,West,Performance Max
6532,2024-05-14,TikTok,17.12,West,Creator UGC
6533,2024-05-14,Meta Retargeting,29.6,South,Cart Abandoners
6534,2024-05-14,Google Brand,27.46,South,Brand — Exact
6535,2024-05-14,Email/Organic,3.54,South,Organic Search
6536,2024-05-14,Referral,7.81,South,Influencer Code
6537,2024-05-14,Meta Prospecting,15.48,South,Advantage+ Shopping
6538,2024-05-14,TikTok,23.11,Midwest,Spark Ads
6539,2024-05-14,TikTok,21.1,West,Creator UGC
6540,2024-05-14,Meta Retargeting,28.82,South,Cart Abandoners
6541,2024-05-14,Meta Retargeting,25.83,South,Cart Abandoners
6542,2024-05-14,Meta Prospecting,22.76,West,Advantage+ Shopping
6543,2024-05-14,Meta Prospecting,12.91,West,Advantage+ Shopping
6544,2024-05-14,Google Shopping,38.36,West,Standard Shopping
6545,2024-05-14,Meta Prospecting,9.45,Northeast,Lookalike 1%
6546,2024-05-14,Meta Prospecting,16.02,West,Broad Interest
6547,2024-05-14,TikTok,12.25,West,Creator UGC
6548,2024-05-14,Google Shopping,31.54,Midwest,Standard Shopping
6549,2024-05-14,Email/Organic,7.8,West,Newsletter
6550,2024-05-14,Meta Prospecting,19.8,West,Broad Interest
6551,2024-05-14,TikTok,22.43,South,Spark Ads
6552,2024-05-14,TikTok,19.48,South,Trending Sounds
6553,2024-05-14,Google Shopping,34.42,South,Performance Max
6554,2024-05-14,Referral,7.48,Northeast,Influencer Code
6555,2024-05-14,TikTok,20.27,Midwest,Spark Ads
6556,2024-05-14,Email/Organic,8.7,South,Organic Search
6557,2024-05-14,Email/Organic,3.92,Northeast,Direct
6558,2024-05-15,Meta Prospecting,21.91,Northeast,Lookalike 1%
6559,2024-05-15,Google Shopping,25.99,South,Standard Shopping
6560,2024-05-15,Referral,6.31,South,Influencer Code
6561,2024-05-15,Google Shopping,32.16,West,Performance Max
6562,2024-05-15,Meta Prospecting,18.33,West,Lookalike 1%
6563,2024-05-15,Meta Prospecting,16.62,Midwest,Advantage+ Shopping
6564,2024-05-15,Meta Retargeting,26.66,West,Cart Abandoners
6565,2024-05-15,Referral,9.75,Midwest,Friend Referral
